,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
199,Tyler Boyd,"Boyd signed with the Titans during the offseason after spending his first nine NFL campaigns with the Bengals. Boyd has been one of the league's best slot receivers over the last decade, but that hasn't translated to much fantasy upside. He was a top-20 scorer way back in in 2018-19, but has finished 36th or lower in fantasy PPG each of the last four seasons. That includes a 60th-place finish in 2023 in which he posted a career-low 6.8 average depth of target (eighth lowest among WRs). Still just 29 years old, Boyd has something left in the tank, but same as in Cincinnati, he won't be a priority target in Tennessee with DeAndre Hopkins and Calvin Ridley leading the WR room. Boyd is a low-ceiling bench option in PPR formats.",WR,3225,TEN,,194.0,81.0,111.31999999999998
200,Kendrick Bourne,"Bourne, entering his eighth season and third with the Patriots, is returning from an ACL tear that sidelined him for the final nine games of last season. Despite New England's dreadful passing game in 2023, Bourne managed to average 6.8 targets and 12.5 fantasy points per game. No. 3 overall pick Drake Maye is projected to be the Patriots' starting quarterback, and Bourne is a candidate to pace the team in targets. Bourne is a fine late-round selection.",WR,4454,NE,,,,
201,Rashod Bateman,"Bateman heads into his fourth pro season after playing in a career-high 16 games in 2023, yet he averaged just 4.8 PPG and produced only one game of 50 or more yards receving. Drops have been an issue, too (five last season), and he simply hasn't found the end zone enough (four career touchdowns). As the third option in the Baltimore route tree behind tight end Mark Andrews and wide receiver Zay Flowers, you can bet on the talent, play strength and frame of Bateman, but only as a late-round flier.",WR,7571,BAL,,172.0,70.0,126.20999999999998
202,Luke Musgrave,"Musgrave is back in Green Bay for his sophomore campaign after finishing as TE30 last season. Musgrave began 2023 as the starter, but put up only two top-13 weeks in his first 10 games before missing six weeks with a lacerated kidney. Despite being a talented tight end, the former second-rounder is buried in the pecking order behind a plethora of young WRs and his fellow TE Tucker Kraft. Musgrave should not be drafted in 2024.",TE,9481,GB,,165.0,24.0,108.23000000000003
203,Tucker Kraft,"Kraft returns for his second season, leading the tight end room in Green Bay. After starting last year behind fellow 2023 draft pick, Luke Musgrave, Kraft gave fantasy managers four straight games with 10+ fantasy points from Weeks 14-17, the heart of the fantasy playoffs. He was a nice safety valve for Jordan Love's late-season resurgence and proved he can be a trusted pass-catcher. The problem is he's splitting reps with Musgrave and there are a number of talented, young WRs that'll get targets in this offense before he does. If he was the lone tight end in Green Bay, his value would rise substantially, but as it is, he's not worth drafting in fantasy.",TE,9484,GB,,181.0,29.0,92.48
204,Darius Slayton,"Slayton led the Giants in receiving yards last season, but 770 yards is hardly eye-popping. That said, it was the most the former Auburn speedster had amassed over five NFL seasons. Slayton's best weeks were the final three games, as he averaged 86 receiving yards in that span (picking on the sputtering Eagles twice) and scored three of his four touchdowns. Slayton still offers the ability to stretch the field, but with top draft pick Malik Nabers joining the team and Daniel Jones still at quarterback and unlikely to stretch the field, it makes Slayton forgettable. He hasn't caught more than 50 passes in any season, and the 2024 season figures to be more of the same, making Slayton likely waiver-wire fodder.",WR,6149,NYG,,201.0,83.0,107.02
205,Jalen McMillan,"The Buccaneers took McMillan with the 92nd pick of the 2024 NFL draft. The Washington product had a nice showing at the NFL combine and should emerge as a No. 3 or 4 receiver option for Tampa this season. But with veterans like Mike Evans, Chris Godwin and Trey Palmer in front of him on the depth chart, it's hard to imagine McMillan having any kind of breakout campaign as a rookie. It would likely take multiple injuries to aforementioned trio of teammates for McMillan to be worth using in fantasy this season.",WR,11618,TB,,171.0,69.0,156.58999999999997
206,Jamaal Williams,"Williams backed up Alvin Kamara while rookie Kendre Miller spent most of the season on the injury report. Coming off a career year in 2022 when he scored 17 TDs with Detroit, Williams did very little with his 106 carries last season, averaging 2.9 yards per tote and scoring just one meaningless (and controversial) touchdown in Week 18. That makes him tough to roster in fantasy, outside of being an insurance policy for Kamara's fantasy managers. Miller should come into this season healthy, which will further hinder Williams.",RB,4149,NO,,203.0,52.0,60.48999999999999
207,Alexander Mattison,"It's difficult to fathom how Mattison, who averaged 20.1 fantasy points per game in six fill-in starts for Dalvin Cook in 2020-21, could flop so significantly when finally granted a full-time starter's role in 2023. To illustrate, he failed to exceed 17.5 points in any of 13 starts before an ankle injury hobbled him in December, and finished the season with beneath-league-average numbers in terms of yards per carry and explosive-play and first-down rates. It painted the picture of a depth piece, occasional fill-in and change-of-pace back rather than clear starter, and the Raiders inked Mattison in March for just that purpose. He could have his moments if asked again to pinch hit, but don't expect a full-timer's output.",RB,5987,LV,,212.0,56.0,74.26
208,Keaton Mitchell,"As Mitchell enters his second pro season, eyes will be on his recovery from an ACL injury he suffered in Week 14 last season. When healthy, however, Mitchell should slot into a backup role behind Derrick Henry in Baltimore. Mitchell is an explosive runner with big-play chops, as 25.5% of his carries last season went for 10 or more yards. He can attack the perimeter and shift gears in space. While he saw only 11 targets last season, Mitchell has the traits to be schemed as a target for Lamar Jackson in the pass game, too. He fits as a potential deeper-league flex option once he returns to the field.",RB,9511,BAL,,,,
209,Noah Fant,"Fant was a red zone monster at Iowa, but has failed to fully break out since joining the NFL, never once cracking the top-10 fantasy TEs in his five years as a pro. Coming off of a career-low campaign, it seemed the 26-year-old was destined to land on a new team in free agency. Interestingly, however, the Seahawks opted to sign Fant to a two-year contract while parting ways with Will Dissly and Colby Parkinson. That figures to keep the intrigue surrounding Fant alive for at least one more season. Likely the fourth option in Ryan Grubb's scheme, Fant won't draw enough looks for weekly consideration, though his ever-present potential provides TE2 upside for streaming purposes.",TE,5857,SEA,,125.0,14.0,86.51000000000002
210,Cade Otton,"Otton is entering his third season with the Buccaneers. The 2020 fourth-round pick has settled in as a solid player, but without much fantasy upside. He posted a 42-391-2 receiving line on 66 targets as a rookie and saw the slightest of upticks in all four categories in 2023. Otton runs a lot of routes (he's fourth in the category since he was drafted), but won't see enough of Baker Mayfield's targets to vault him into the TE1 discussion. He's a low-ceiling TE2.",TE,8111,TB,,128.0,16.0,112.66
211,Hayden Hurst,"A 2018 first-rounder who has one positional top-20 fantasy season in his career (2020, 10th) and has finished outside the top 30 in four of six years, Hurst struggled through a miserable 2023 with the Panthers. He committed as many drops (two) as he had in his previous five seasons combined, caught 56.3% of his passes, and continued to battle injuries, missing the final eight games with a concussion. Hurst reunited with offensive coordinator Greg Roman during the offseason, where he could serve as the Chargers' pass-catching tight end. But between Will Dissly providing competition and Hurst's injury history, he's a dicey pick in standard ESPN leagues.",TE,4973,LAC,,175.0,26.0,57.449999999999996
